Codigo,PaisCodigo,DescripcionES,DescripcionEN,DescripcionFR
SV-06,SV,DEPARTAMENTO DE LA PAZ,LA PAZ DEPARTMENT,LA PAZ
SV-07,SV,LA UNIÓN,LA UNIÓN,LA UNIÓN
SV-08,SV,MORAZÁN,MORAZÁN,MORAZÁN
SV-09,SV,DEPARTAMENTO DE SAN MIGUEL,SAN MIGUEL DEPARTMENT,SAN MIGUEL
SV-10,SV,DEPARTAMENTO DE SAN SALVADOR,SAN SALVADOR DEPARTMENT,SAN SALVADOR
SV-11,SV,DEPARTAMENTO DE SANTA ANA,SANTA ANA DEPARTMENT,SANTA ANA
SV-12,SV,DEPARTAMENTO DE SAN VICENTE,SAN VICENTE DEPARTMENT,SAN VICENTE
SV-13,SV,DEPARTAMENTO DE SONSONATE,SONSONATE DEPARTMENT,SONSONATE
SV-14,SV,USULUTÁN,USULUTÁN,USULUTÁN
TD-01,TD,REGIÓN DE BATHA,BATHA,RÉGION DU BATHA
TD-02,TD,REGIÓN DE WADI FIRA,WADI FIRA,RÉGION DU WADI FIRA
TD-05,TD,REGIÓN DE GUÉRA,GUÉRA,RÉGION DU GUÉRA
TD-06,TD,REGIÓN DE KANEM,KANEM,RÉGION DU KANEM
TD-07,TD,REGIÓN DE LAC,LAC REGION,RÉGION DU LAC
TD-08,TD,REGIÓN DE LOGONE OCCIDENTAL,LOGONE OCCIDENTAL,RÉGION DU LOGONE OCCIDENTAL
TD-09,TD,REGIÓN DE LOGONE ORIENTAL,LOGONE ORIENTAL REGION,RÉGION DU LOGONE ORIENTAL
TD-12,TD,REGIÓN DE OUADDAÏ,OUADAÏ REGION,RÉGION DU OUADDAÏ
TD-13,TD,REGIÓN DE SALAMAT,SALAMAT REGION,RÉGION DU SALAMAT
TD-14,TD,REGIÓN DE TANDJILÉ,TANDJILÉ,RÉGION DU TANDJILÉ
TD-15,TD,REGIÓN DE CHARI-BAGUIRMI,CHARI-BAGUIRMI REGION,RÉGION DU CHARI-BAGUIRMI
TD-16,TD,REGIÓN DE MAYO-KEBBI ESTE,MAYO-KEBBI EST,MAYO-KEBBI EST
TD-17,TD,REGIÓN DE MOYEN-CHARI,MOYEN-CHARI,RÉGION DU MOYEN-CHARI
TD-18,TD,REGIÓN DE HADJER-LAMIS,HADJER-LAMIS,RÉGION DU HADJER-LAMIS
TD-19,TD,REGIÓN DE MANDOUL,MANDOUL,RÉGION DU MANDOUL
TD-20,TD,REGIÓN DE MAYO-KEBBI OESTE,MAYO-KEBBI OUEST,RÉGION DU MAYO-KÉBBI OUEST
TD-21,TD,N’DJAMÉNA,N’DJAMÉNA REGION,RÉGION DE LA VILLE DE N'DJAMÉNA
TD-22,TD,BARH EL GAZEL,BARH EL GAZEL REGION,RÉGION DU BARH EL GAZEL
TD-23,TD,REGIÓN DE BORKOU,BORKOU,RÉGION DU BORKOU
TD-25,TD,REGIÓN DE SILA,SILA REGION,RÉGION DU SILA
TD-26,TD,REGIÓN DE TIBESTI,TIBESTI,RÉGION DU TIBESTI
TD-27,TD,ENNEDI EST,ENNEDI-EST REGION,ENNEDI-EST
TD-28,TD,ENNEDI OUEST,ENNEDI-OUEST,ENNEDI-OUEST
TG-22,TG,CENTRAL,CENTRALE,RÉGION CENTRALE
TG-23,TG,KARA,KARA,RÉGION DE LA KARA
TG-24,TG,MARÍTIMA,MARITIME,RÉGION MARITIME
TG-25,TG,ALTIPLANO,PLATEAUX,RÉGION DES PLATEAUX
TG-26,TG,REGIÓN DE LAS SABANAS,SAVANES,RÉGION DES SAVANES
TH-01,TH,PROVINCIA DE MAE HONG SON,MAE HONG SON,MAE HONG SON
TH-02,TH,PROVINCIA DE CHIANG MAI,CHIANG MAI,CHIANG MAI
TH-03,TH,PROVINCIA DE CHIANG RAI,CHIANG RAI,CHIANG RAI
TH-04,TH,NAN,NAN,NAN
TH-05,TH,PROVINCIA DE LAMPHUN,LAMPHUN,LAMPHUN
TH-06,TH,PROVINCIA DE LAMPANG,LAMPANG,LAMPANG
TH-07,TH,PROVINCIA DE PHRAE,PHRAE,PHRAE
TH-08,TH,PROVINCIA DE TAK,TAK,TAK
TH-09,TH,PROVINCIA DE SUKHOTHAI,SUKHOTHAI,SUKHOTHAI
TH-10,TH,PROVINCIA DE UTTARADIT,UTTARADIT,UTTARADIT
TH-11,TH,PROVINCIA DE KAMPHAENG PHET,KAMPHAENG PHET,KAMPHAENG PHET
TH-12,TH,PROVINCIA DE PHITSANULOK,PHITSANULOK,PHITSANULOK
TH-13,TH,PROVINCIA DE PHICHIT,PHICHIT,PHICHIT
TH-14,TH,PROVINCIA DE PHETCHABUN,PHETCHABUN,PHETCHABUN
TH-15,TH,UTHAI THANI,UTHAI THANI,UTHAI THANI
TH-16,TH,PROVINCIA DE NAKHON SAWAN,NAKHON SAWAN,NAKHON SAWAN
TH-17,TH,PROVINCIA DE NǬNGKHĀI,NONG KHAI,PROVINCE DE NONGKHAI
TH-18,TH,PROVINCIA DE LOEI,LOEI,LOEI
TH-20,TH,PROVINCIA DE SAKON NAKHON,SAKON NAKHON,SAKON NAKHON
TH-22,TH,PROVINCIA DE KHǬNKǢN,KHON KAEN,PROVINCE DE KHONKÈN
TH-23,TH,PROVINCIA DE KALASIN,KALASIN,KALASIN
TH-24,TH,PROVINCIA DE MAHA SARAKHAM,MAHA SARAKHAM,MAHA SARAKHAM
TH-25,TH,PROVINCIA DE ROI ET,ROI ET,ROI ET
TH-26,TH,PROVINCIA DE CHAIYAPHUM,CHAIYAPHUM,CHAIYAPHUM
TH-27,TH,PROVINCIA DE NAKHON RATCHASIMA,NAKHON RATCHASIMA,NAKHON RATCHASIMA
TH-28,TH,PROVINCIA DE BURI RAM,BURIRAM PROVINCE,BURIRAM
TH-29,TH,SURIN,SURIN,SURIN
TH-30,TH,PROVINCIA DE SISAKET,SI SA KET,SI SAKET
TH-31,TH,PROVINCIA DE NARATHIWAT,NARATHIWAT,NARATHIWAT
TH-32,TH,PROVINCIA DE CHAINAT,CHAI NAT,CHAI NAT
TH-33,TH,PROVINCIA DE SING BURI,SING BURI,SING BURI
TH-34,TH,PROVINCIA DE LOPBURI,LOPBURI,LOPBURI
TH-35,TH,ANG THONG,ANG THONG,ANG THONG
TH-36,TH,PROVINCIA DE PHRA NAKHON SI AYUTTHAYA,PHRA NAKHON SI AYUTTHAYA,AYUTTHAYA
TH-37,TH,PROVINCIA DE SARABURI,SARABURI,SARABURI
TH-38,TH,NONTHABURI,NONTHABURI,NONTHABURI
TH-39,TH,PROVINCIA DE PATHUM THANI,PATHUM THANI,PATHUM THANI
TH-40,TH,BANGKOK,BANGKOK,BANGKOK
TH-41,TH,PROVINCIA DE PHAYAO,PHAYAO,PHAYAO
TH-42,TH,PROVINCIA DE SAMUT PRAKAN,SAMUT PRAKAN,SAMUT PRAKAN
TH-43,TH,PROVINCIA DE NAKHON NAYOK,NAKHON NAYOK,NAKHON NAYOK
TH-44,TH,PROVINCIA DE CHACHOENGSAO,CHACHOENGSAO,CHACHOENGSAO
TH-46,TH,PROVINCIA DE CHON BURI,CHON BURI,CHONBURI
TH-47,TH,RAYONG,RAYONG,RAYONG
TH-48,TH,PROVINCIA DE CHANTHABURI,CHANTHABURI,CHANTHABURI
TH-49,TH,TRAT,TRAT,TRAT
TH-50,TH,PROVINCIA DE KANCHANABURI,KANCHANABURI,KANCHANABURI
TH-51,TH,PROVINCIA DE SUPHANBURI,SUPHAN BURI,SUPHANBURI
TH-52,TH,PROVINCIA DE RATCHABURI,RATCHABURI,RATCHABURI
TH-53,TH,NAKHON PATHOM,NAKHON PATHOM,NAKHON PATHOM
TH-54,TH,PROVINCIA DE SAMUT SONGKHRAM,SAMUT SONGKHRAM,SAMUT SONGKHRAM
TH-55,TH,PROVINCIA DE SAMUT SAKHON,SAMUT SAKHON,SAMUT SAKHON
TH-56,TH,PROVINCIA DE PHETCHABURI,PHETCHABURI,PHETCHABURI
TH-57,TH,PROVINCIA DE PRACHUAP KHIRI KHAN,PRACHUAP KHIRI KHAN,PRACHUAP KHIRI KHAN
TH-58,TH,PROVINCIA DE CHUMPHON,CHUMPHON,CHUMPHON
TH-59,TH,PROVINCIA DE RANONG,RANONG PROVINCE,PROVINCE DE RANONG
TH-60,TH,PROVINCIA DE SURAT THANI,SURAT THANI,SURAT THANI
TH-61,TH,PROVINCIA DE PHANG NGA,PHANG NGA,PHANG NGA
TH-62,TH,PROVINCIA DE PHUKET,PHUKET,PHUKET
TH-63,TH,PROVINCIA DE KRABI,KRABI,KRABI
TH-64,TH,PROVINCIA DE NAKHON SI THAMMARAT,NAKHON SI THAMMARAT,NAKHON SI THAMMARAT
TH-65,TH,TRANG,TRANG,TRANG
TH-66,TH,PROVINCIA DE PHATTHALUNG,PHATTHALUNG,PHATTHALUNG
TH-67,TH,PROVINCIA DE SATUN,SATUN,SATUN
TH-68,TH,PROVINCIA DE SONGKHLA,SONGKHLA,SONGKHLA
TH-69,TH,PROVINCIA DE PATTANI,PATTANI,PATTANI
TH-70,TH,PROVINCIA DE YALA,YALA,YALA
TH-72,TH,PROVINCIA DE YASOTHON,YASOTHON,YASOTHON
TH-73,TH,PROVINCIA DE NAKHON PHANOM,NAKHON PHANOM,NAKHON PHANOM
TH-74,TH,PROVINCIA DE PRACHINBURI,PRACHIN BURI,PRACHIN BURI
TH-75,TH,PROVINCIA DE UBON RATCHATHANI,UBON RATCHATHANI,UBON RATCHATHANI
TH-76,TH,PROVINCIA DE UDǬN THĀNĪ,UDON THANI,PROVINCE D’OUDON-THANI
TH-77,TH,PROVINCIA DE AMNAT CHAROEN,AMNAT CHAROEN,AMNAT CHAROEN
TH-78,TH,MUKDAHAN,MUKDAHAN,MUKDAHAN
TH-79,TH,PROVINCIA DE NǬNGBŪALAMPHŪ,NONG BUA LAMPHU,PROVINCE DE NONGBOUALAMPHOU
TH-80,TH,PROVINCIA DE SA KAEO,SA KAEO,SA KAEO
TH-81,TH,BUENG KAN,BUENG KAN,BUENG KAN
TO-01,TO,HA‘APAI,HA‘APAI,HA’APAI
TO-02,TO,TONGATAPU,TONGATAPU,TONGATAPU
TO-03,TO,VAVA‘U,VAVA‘U,VAVA’U
TO-EU,TO,'EUA,ʻEUA,’EUA
TO-NI,TO,GRUPO NIUAS,NIUAS,NIUAS
TR-02,TR,PROVINCIA DE ADıYAMAN,ADıYAMAN PROVINCE,ADıYAMAN
TR-03,TR,PROVINCIA DE AFYONKARAHISAR,AFYONKARAHISAR PROVINCE,AFYONKARAHISAR
TR-04,TR,PROVINCIA DE AGRI,AĞRı PROVINCE,AĞRı
TR-05,TR,PROVINCIA DE AMASYA,AMASYA PROVINCE,AMASYA
TR-07,TR,PROVINCIA DE ANTALYA,ANTALYA PROVINCE,ANTALYA
TR-08,TR,PROVINCIA DE ARTVIN,ARTVIN PROVINCE,ARTVIN
TR-09,TR,PROVINCIA DE AYDIN,AYDıN PROVINCE,AYDıN
TR-10,TR,PROVINCIA DE BALıKESIR,BALıKESIR PROVINCE,BALıKESIR
TR-11,TR,PROVINCIA DE BILECIK,BILECIK PROVINCE,BILECIK
TR-12,TR,PROVINCIA DE BINGÖL,BINGÖL PROVINCE,BINGÖL
TR-13,TR,PROVINCIA DE BITLIS,BITLIS PROVINCE,BITLIS
TR-14,TR,PROVINCIA DE BOLU,BOLU PROVINCE,BOLU
TR-15,TR,PROVINCIA DE BURDUR,BURDUR PROVINCE,BURDUR
TR-16,TR,PROVINCIA DE BURSA,BURSA PROVINCE,BURSA
TR-17,TR,PROVINCIA DE ÇANAKKALE,ÇANAKKALE PROVINCE,ÇANAKKALE
TR-19,TR,PROVINCIA DE ÇORUM,ÇORUM PROVINCE,ÇORUM
TR-20,TR,PROVINCIA DE DENIZLI,DENIZLI PROVINCE,DENIZLI
TR-21,TR,PROVINCIA DE DIYARBAKıR,DIYARBAKıR PROVINCE,DIYARBAKıR
TR-22,TR,PROVINCIA DE EDIRNE,EDIRNE PROVINCE,EDIRNE
TR-23,TR,PROVINCIA DE ELAZıĞ,ELAZıĞ,ELÂZıĞ
TR-24,TR,PROVINCIA DE ERZINCAN,ERZINCAN PROVINCE,ERZINCAN
TR-25,TR,PROVINCIA DE ERZURUM,ERZURUM PROVINCE,ERZURUM
TR-26,TR,PROVINCIA DE ESKIŞEHIR,ESKIŞEHIR PROVINCE,ESKIŞEHIR
TR-28,TR,PROVINCIA DE GIRESUN,GIRESUN PROVINCE,GIRESUN
TR-31,TR,PROVINCIA DE HATAY,HATAY PROVINCE,HATAY
TR-32,TR,PROVINCIA DE MERSIN,MERSIN PROVINCE,MERSIN
TR-33,TR,PROVINCIA DE ISPARTA,ISPARTA PROVINCE,ISPARTA
TR-34,TR,PROVINCIA DE ESTAMBUL,ISTANBUL,ISTANBUL
TR-35,TR,PROVINCIA DE ESMIRNA,İZMIR PROVINCE,IZMIR
TR-37,TR,PROVINCIA DE KASTAMONU,KASTAMONU PROVINCE,KASTAMONU
TR-38,TR,PROVINCIA DE KAYSERI,KAYSERI PROVINCE,KAYSERI
TR-39,TR,PROVINCIA DE KıRKLARELI,KıRKLARELI PROVINCE,KıRKLARELI
TR-40,TR,PROVINCIA DE KıRŞEHIR,KıRŞEHIR PROVINCE,KıRŞEHIR
TR-41,TR,PROVINCIA DE KOCAELI,KOCAELI PROVINCE,KOCAELI
TR-43,TR,PROVINCIA DE KÜTAHYA,KÜTAHYA PROVINCE,KÜTAHYA
TR-44,TR,PROVINCIA DE MALATYA,MALATYA PROVINCE,MALATYA
TR-45,TR,PROVINCIA DE MANISA,MANISA PROVINCE,MANISA
TR-46,TR,PROVINCIA DE KAHRAMANMARAŞ,KAHRAMANMARAŞ PROVINCE,KAHRAMANMARAŞ
TR-48,TR,PROVINCIA DE MUĞLA,MUĞLA PROVINCE,MUĞLA
TR-49,TR,PROVINCIA DE MUŞ,MUŞ PROVINCE,MUŞ
TR-50,TR,PROVINCIA DE NEVŞEHIR,NEVŞEHIR PROVINCE,NEVŞEHIR
TR-52,TR,PROVINCIA DE ORDU,ORDU PROVINCE,ORDU
TR-53,TR,PROVINCIA DE RIZE,RIZE PROVINCE,RIZE
TR-54,TR,PROVINCIA DE SAKARYA,SAKARYA PROVINCE,SAKARYA
TR-55,TR,PROVINCIA DE SAMSUN,SAMSUN PROVINCE,SAMSUN
TR-57,TR,PROVINCIA DE SINOPE,SINOP PROVINCE,SINOP
TR-58,TR,PROVINCIA DE SIVAS,SIVAS PROVINCE,SIVAS
TR-59,TR,PROVINCIA DE TEKIRDAĞ,TEKIRDAĞ PROVINCE,TEKIRDAĞ
TR-60,TR,PROVINCIA DE TOKAT,TOKAT PROVINCE,TOKAT
TR-61,TR,PROVINCIA DE TREBISONDA,TRABZON PROVINCE,TRABZON
TR-62,TR,PROVINCIA DE TUNCELI,TUNCELI PROVINCE,TUNCELI
TR-63,TR,PROVINCIA DE SANLIURFA,ŞANLıURFA PROVINCE,ŞANLıURFA
TR-64,TR,PROVINCIA DE UŞAK,UŞAK PROVINCE,UŞAK
TR-65,TR,PROVINCIA DE VAN,VAN PROVINCE,VAN
TR-66,TR,PROVINCIA DE YOZGAT,YOZGAT PROVINCE,YOZGAT
TR-68,TR,PROVINCIA DE ANKARA,ANKARA PROVINCE,ANKARA
TR-69,TR,PROVINCIA DE GÜMÜŞHANE,GÜMÜŞHANE PROVINCE,GÜMÜŞHANE
TR-70,TR,PROVINCIA DE HAKKÂRI,HAKKÂRI PROVINCE,HAKKARI
TR-71,TR,PROVINCIA DE KONYA,KONYA PROVINCE,KONYA
TR-72,TR,PROVINCIA DE MARDIN,MARDIN PROVINCE,MARDIN
TR-73,TR,PROVINCIA DE NIĞDE,NIĞDE PROVINCE,NIĞDE
TR-74,TR,PROVINCIA DE SIIRT,SIIRT PROVINCE,SIIRT
TR-75,TR,PROVINCIA DE AKSARAY,AKSARAY PROVINCE,AKSARAY
TR-76,TR,PROVINCIA DE BATMAN,BATMAN PROVINCE,BATMAN
TR-77,TR,PROVINCIA DE BAYBURT,BAYBURT PROVINCE,BAYBURT
TR-78,TR,PROVINCIA DE KARAMAN,KARAMAN PROVINCE,KARAMAN
TR-79,TR,PROVINCIA DE KıRıKKALE,KıRıKKALE PROVINCE,KıRıKKALE
TR-80,TR,PROVINCIA DE ŞıRNAK,ŞıRNAK PROVINCE,ŞıRNAK
TR-81,TR,PROVINCIA DE ADANA,ADANA PROVINCE,ADANA
TR-82,TR,PROVINCIA DE ÇANKıRı,ÇANKıRı PROVINCE,ÇANKıRı
TR-83,TR,PROVINCIA DE GAZIANTEP,GAZIANTEP PROVINCE,GAZIANTEP
TR-84,TR,PROVÍNCIA DE KARS,KARS PROVINCE,PROVINCE DE KARS
TR-85,TR,PROVINCIA DE ZONGULDAK,ZONGULDAK PROVINCE,ZONGULDAK
TR-86,TR,PROVINCIA DE ARDAHAN,ARDAHAN PROVINCE,ARDAHAN
TR-87,TR,BARTıN,BARTıN PROVINCE,BARTıN
TR-88,TR,PROVINCIA DE IĞDıR,IĞDıR PROVINCE,IĞDıR
TR-89,TR,PROVINCIA DE KARABÜK,KARABÜK PROVINCE,KARABÜK
TR-90,TR,PROVINCIA DE KILIS,KILIS PROVINCE,KILIS
TR-91,TR,PROVINCIA DE OSMANIYE,OSMANIYE PROVINCE,OSMANIYE
TR-92,TR,PROVINCIA DE YALOVA,YALOVA PROVINCE,YALOVA
TR-93,TR,DÜZCE,DÜZCE,DÜZCE
TT-01,TT,ARIMA,BOROUGH OF ARIMA,ARIMA
TT-03,TT,MAYARO,MAYARO,RIO CLARO-MAYARO
TT-05,TT,PORT OF SPAIN,CITY OF PORT OF SPAIN,PORT-D'ESPAGNE
TT-10,TT,SAN FERNANDO,CITY OF SAN FERNANDO,SAN FERNANDO
TT-11,TT,TOBAGO,TOBAGO,TOBAGO
TT-CHA,TT,CHAGUANAS,CHAGUANAS,CHAGUANAS
TT-CTT,TT,COUVA-TABAQUITE-TALPARO,COUVA-TABAQUITE-TALPARO,COUVA-TABAQUITE-TALPARO
TT-DMN,TT,DIEGO MARTÍN,DIEGO MARTIN REGIONAL CORPORATION,DIEGO MARTIN
TT-PED,TT,PENAL/DEBE,PENAL/DEBE,PENAL-DEBE
TT-PRT,TT,PRINCES TOWN,PRINCES TOWN,PRINCES TOWN
TT-PTF,TT,POINT FORTIN,POINT FORTIN,POINT FORTIN
TT-SGE,TT,SANGRE GRANDE,SANGRE GRANDE REGIONAL CORPORATION,SANGRE GRANDE
TT-SIP,TT,SIPARIA,SIPARIA REGIONAL CORPORATION,SIPARIA
TT-SJL,TT,SAN JUAN/LAVENTILLE,SAN JUAN/LAVENTILLE,SAN JUAN-LAVENTILLE
TT-TUP,TT,TUNAPUNA/PIARCO,TUNAPUNA/PIARCO,TUNAPUNA-PIARCO
TZ-02,TZ,REGIÓN DE PWANI,PWANI REGION,PWANI
TZ-03,TZ,REGIÓN DE DODOMA,DODOMA,DODOMA
TZ-04,TZ,REGIÓN DE IRINGA,IRINGA,IRINGA
TZ-05,TZ,REGIÓN DE KIGOMA,KIGOMA,KIGOMA
TZ-06,TZ,REGIÓN DE KILIMANJARO,KILIMANJARO,KILIMANDJARO
TZ-07,TZ,REGIÓN DE LINDI,LINDI,LINDI
TZ-08,TZ,REGIÓN DE MARA,MARA,MARA
TZ-09,TZ,REGIÓN DE MBEYA,MBEYA,MBEYA
TZ-10,TZ,REGIÓN DE MOROGORO,MOROGORO REGION,MOROGORO
TZ-11,TZ,REGIÓN DE MTWARA,MTWARA,MTWARA
TZ-12,TZ,REGIÓN DE MWANZA,MWANZA,MWANZA
TZ-13,TZ,PEMBA NORTH,PEMBA NORTH,PEMBA NORTH
TZ-14,TZ,REGIÓN DE RUVUMA,RUVUMA,RUVUMA
TZ-15,TZ,REGIÓN DE SHINYANGA,SHINYANGA,SHINYANGA
TZ-16,TZ,REGIÓN DE SINGIDA,SINGIDA,SINGIDA
TZ-17,TZ,REGIÓN DE TABORA,TABORA,TABORA
TZ-18,TZ,REGIÓN DE TANGA,TANGA,TANGA
TZ-19,TZ,REGIÓN DE KAGERA,KAGERA,KAGERA
TZ-20,TZ,PEMBA SOUTH,PEMBA SOUTH,PEMBA SOUTH
TZ-21,TZ,ZANZIBAR CENTRAL/SOUTH,ZANZIBAR CENTRAL/SOUTH,ZANZIBAR CENTRAL/SOUTH
TZ-22,TZ,ZANZIBAR NORTH,ZANZIBAR NORTH,ZANZIBAR NORTH
TZ-23,TZ,REGIÓN DE DAR ES-SALAM,DAR ES SALAAM REGION,DAR ES SALAAM
TZ-24,TZ,REGIÓN DE RUKWA,RUKWA REGION,RUKWA
TZ-25,TZ,ZANZIBAR URBAN/WEST,ZANZIBAR URBAN/WEST,ZANZIBAR URBAN/WEST
TZ-26,TZ,REGIÓN DE ARUSHA,ARUSHA,ARUSHA
TZ-27,TZ,REGIÓN DE MANYARA,MANYARA,MANYARA
TZ-28,TZ,REGIÓN GEITA,GEITA REGION,RÉGION DE GEITA
TZ-29,TZ,REGIÓN DEL KATAVI,KATAVI REGION,RÉGION DE KATAVI
TZ-30,TZ,REGIÓN DEL NJOMBE,NJOMBE REGION,RÉGION DE NJOMBE
TZ-31,TZ,REGIÓN DEL SIMIYU,SIMIYU REGION,SIMIYU
TZ-32,TZ,SONGWE,SONGWE REGION,SONGWE
UA-01,UA,ÓBLAST DE CHERKASY,CHERKASY OBLAST,OBLAST DE TCHERKASSY
UA-02,UA,ÓBLAST DE CHERNÍGOV,CHERNIHIV,OBLAST DE TCHERNIHIV
UA-03,UA,CHERNIVTSI,CHERNIVTSI OBLAST,OBLAST DE TCHERNIVTSI
UA-04,UA,DNIPROPETROVSK,DNIPROPETROVSK OBLAST,OBLAST DE DNIPROPÉTROVSK
UA-05,UA,ÓBLAST DE DONETSK,DONETSK OBLAST,OBLAST DE DONETSK
